姓名 | 出场 | 时间 | 投篮命中 | 投篮出手 | 投篮命中率 | 三分命中 | 三分出手 | 三分命中率 | 罚球命中 | 罚球出手 | 罚球命中率 | 篮板 | 助攻 | 抢断 | 盖帽 | 失误 | 犯规 | 得分
ShaquilleHarrison | 23 | 16.8 | 2.6 | 5.4 | 0.47600000000000003 | 0.3 | 1.1 | 0.231 | 1.2 | 1.7 | 0.737 | 2.7 | 2.4 | 1.13 | 0.30 | 0.96 | 1.83 | 6.6
DeandreAyton | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
MikalBridges | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
ElieOkobo | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
GeorgeKing | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
OttoPorterJr | 77 | 31.4 | 5.8 | 11.5 | 0.503 | 1.8 | 4.1 | 0.441 | 1.4 | 1.7 | 0.828 | 6.4 | 2.0 | 1.52 | 0.51 | 0.97 | 1.96 | 14.7
BradleyBeal | 83 | 36.0 | 8.3 | 18.0 | 0.461 | 2.4 | 6.5 | 0.376 | 3.5 | 4.4 | 0.7909999999999999 | 4.4 | 4.5 | 1.18 | 0.42 | 2.59 | 1.94 | 22.5
DwightHoward | 81 | 30.3 | 6.2 | 11.2 | 0.555 | 0.0 | 0.1 | 0.14300000000000002 | 4.1 | 7.2 | 0.574 | 12.5 | 1.3 | 0.58 | 1.62 | 2.57 | 3.07 | 16.6
JohnWall | 41 | 34.2 | 6.8 | 16.2 | 0.42100000000000004 | 1.5 | 4.1 | 0.371 | 4.3 | 5.9 | 0.726 | 3.6 | 9.6 | 1.39 | 1.10 | 3.88 | 1.95 | 19.4
IanMahinmi | 77 | 14.8 | 1.8 | 3.2 | 0.5589999999999999 | 0 | 0.0 | 0.0 | 1.2 | 1.7 | 0.703 | 4.1 | 0.7 | 0.49 | 0.55 | 1.31 | 2.99 | 4.8
AustinRivers | 61 | 33.6 | 5.6 | 13.2 | 0.424 | 2.2 | 5.9 | 0.37799999999999995 | 1.7 | 2.6 | 0.642 | 2.4 | 4.0 | 1.20 | 0.26 | 1.80 | 2.49 | 15.1
MarkieffMorris | 73 | 26.9 | 4.5 | 9.4 | 0.48 | 1.0 | 2.8 | 0.36700000000000005 | 1.4 | 1.8 | 0.82 | 5.6 | 1.9 | 0.78 | 0.49 | 1.73 | 2.96 | 11.5
TomasSatoransky | 73 | 22.4 | 2.8 | 5.3 | 0.523 | 0.6 | 1.4 | 0.465 | 1.0 | 1.3 | 0.7809999999999999 | 3.2 | 3.9 | 0.70 | 0.19 | 1.14 | 1.79 | 7.2
KellyOubreJr | 81 | 27.4 | 3.9 | 9.8 | 0.40299999999999997 | 1.6 | 4.6 | 0.341 | 2.4 | 2.9 | 0.82 | 4.5 | 1.2 | 0.99 | 0.43 | 1.11 | 2.89 | 11.8
DevinRobinson | 1 | 13.0 | 1 | 3.0 | 0.33299999999999996 | 0 | 0 | 0.0 | 0 | 0 | 0.0 | 5.0 | 0 | 1 | 0 | 0 | 2.00 | 2.0
JeffGreen | 78 | 23.3 | 3.8 | 7.9 | 0.47700000000000004 | 0.7 | 2.2 | 0.312 | 2.6 | 3.0 | 0.868 | 3.1 | 1.3 | 0.53 | 0.44 | 0.94 | 1.91 | 10.8
TroyBrown | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
ThomasBryant | 15 | 4.7 | 0.5 | 1.4 | 0.381 | 0.1 | 0.7 | 0.1 | 0.3 | 0.6 | 0.556 | 1.1 | 0.4 | 0.07 | 0.13 | 0.13 | 0.40 | 1.5
IssufSanon | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
JamesHarden | 73 | 35.1 | 9.0 | 20.1 | 0.447 | 3.7 | 10.1 | 0.363 | 8.5 | 10.0 | 0.858 | 5.4 | 8.7 | 1.75 | 0.70 | 4.36 | 2.33 | 30.2
ChrisPaul | 58 | 31.8 | 6.3 | 13.8 | 0.46 | 2.5 | 6.5 | 0.38 | 3.5 | 3.8 | 0.919 | 5.4 | 7.9 | 1.67 | 0.22 | 2.19 | 2.43 | 18.6
RyanAnderson | 66 | 26.1 | 3.1 | 7.3 | 0.431 | 2.0 | 5.1 | 0.386 | 1.1 | 1.4 | 0.774 | 5.0 | 0.9 | 0.36 | 0.32 | 0.65 | 1.91 | 9.3
EricGordon | 69 | 31.0 | 6.0 | 14.0 | 0.429 | 3.2 | 8.8 | 0.359 | 2.8 | 3.5 | 0.809 | 2.5 | 2.2 | 0.65 | 0.38 | 1.91 | 1.68 | 18.0
PJPJTucker | 82 | 27.7 | 2.1 | 5.4 | 0.39 | 1.4 | 3.8 | 0.371 | 0.5 | 0.7 | 0.7170000000000001 | 5.6 | 0.9 | 0.95 | 0.32 | 0.91 | 2.50 | 6.1
Nene | 52 | 14.4 | 2.6 | 4.6 | 0.569 | 0 | 0.0 | 0.0 | 1.3 | 2.1 | 0.636 | 3.4 | 0.9 | 0.56 | 0.27 | 0.75 | 2.37 | 6.5
ClintCapela | 74 | 27.4 | 6.0 | 9.1 | 0.652 | 0 | 0.0 | 0.0 | 1.9 | 3.5 | 0.56 | 10.8 | 0.9 | 0.77 | 1.86 | 1.41 | 2.50 | 13.9
ChinanuOnuaku | 1 | 22.0 | 2.0 | 5.0 | 0.4 | 0 | 0 | 0.0 | 0 | 0 | 0.0 | 4.0 | 1 | 0 | 0 | 3.00 | 4.00 | 4.0
ZhouQi | 18 | 6.6 | 0.3 | 1.8 | 0.188 | 0.1 | 1.1 | 0.105 | 0.4 | 0.7 | 0.667 | 1.2 | 0.1 | 0.11 | 0.78 | 0.56 | 0.78 | 1.2
MarkelBrown | 4 | 7.8 | 0.5 | 1.8 | 0.28600000000000003 | 0.2 | 1.2 | 0.2 | 0 | 0 | 0.0 | 1.2 | 0.5 | 0 | 0 | 0.50 | 1.50 | 1.2
RJRJHunter | 5 | 9.0 | 1.4 | 4.0 | 0.35 | 0.6 | 2.8 | 0.214 | 0.4 | 0.4 | 1.0 | 1 | 0.6 | 0.60 | 0 | 0.40 | 1.40 | 3.8
GeraldGreen | 41 | 22.7 | 4.1 | 10.1 | 0.40700000000000003 | 2.7 | 7.3 | 0.369 | 1.2 | 1.5 | 0.85 | 3.2 | 0.6 | 0.59 | 0.37 | 0.76 | 2.12 | 12.1
VincentEdwards | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
JamesEnnisIII | 72 | 22.2 | 2.5 | 5.3 | 0.474 | 0.7 | 2.1 | 0.33299999999999996 | 1.3 | 1.6 | 0.836 | 3.1 | 1.0 | 0.65 | 0.25 | 0.79 | 1.86 | 7.1
DeAnthonyMelton | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
MichaelCarterWilliams | 52 | 16.1 | 1.5 | 4.4 | 0.332 | 0.3 | 1.1 | 0.237 | 1.4 | 1.7 | 0.82 | 2.7 | 2.2 | 0.87 | 0.44 | 1.04 | 1.90 | 4.6
EnesKanter | 71 | 25.6 | 5.9 | 10.0 | 0.593 | 0 | 0.0 | 0.0 | 2.2 | 2.6 | 0.848 | 11.0 | 1.5 | 0.51 | 0.52 | 1.72 | 2.63 | 14.1
JoakimNoah | 7 | 5.9 | 0.7 | 1.4 | 0.5 | 0 | 0 | 0.0 | 0.3 | 0.6 | 0.5 | 2.0 | 0.6 | 0.29 | 0.29 | 0.57 | 0.71 | 1.7
TimHardawayJr | 57 | 32.7 | 6.3 | 15.0 | 0.42100000000000004 | 2.3 | 7.2 | 0.317 | 2.6 | 3.1 | 0.816 | 3.9 | 2.7 | 1.11 | 0.18 | 1.61 | 2.16 | 17.5
CourtneyLee | 76 | 30.2 | 4.5 | 9.9 | 0.45399999999999996 | 1.5 | 3.7 | 0.406 | 1.5 | 1.6 | 0.919 | 2.9 | 2.4 | 1.05 | 0.22 | 1.11 | 1.43 | 12.0
LanceThomas | 73 | 18.5 | 1.4 | 3.7 | 0.382 | 0.7 | 1.7 | 0.40299999999999997 | 0.6 | 0.7 | 0.83 | 2.4 | 0.6 | 0.41 | 0.19 | 0.56 | 1.84 | 4.1
KristapsPorzingis | 48 | 32.2 | 8.1 | 18.5 | 0.439 | 1.9 | 4.8 | 0.39299999999999996 | 4.5 | 5.7 | 0.7929999999999999 | 6.6 | 1.2 | 0.75 | 2.40 | 1.94 | 2.94 | 22.7
RonBaker | 29 | 13.2 | 0.7 | 2.0 | 0.33899999999999997 | 0.4 | 1.1 | 0.33299999999999996 | 0.7 | 0.9 | 0.769 | 1.0 | 1.6 | 0.90 | 0.21 | 0.62 | 1.14 | 2.4
FrankNtilikina | 79 | 21.7 | 2.3 | 6.4 | 0.366 | 0.6 | 2.0 | 0.314 | 0.6 | 0.9 | 0.721 | 2.3 | 3.2 | 0.87 | 0.23 | 1.68 | 2.29 | 5.9
EmmanuelMudiay | 64 | 19.4 | 3.2 | 8.2 | 0.389 | 0.7 | 2.3 | 0.32 | 1.5 | 2.0 | 0.76 | 2.4 | 3.2 | 0.64 | 0.14 | 1.77 | 1.25 | 8.6
DamyeanDotson | 44 | 10.9 | 1.6 | 3.7 | 0.447 | 0.5 | 1.5 | 0.324 | 0.4 | 0.5 | 0.696 | 1.9 | 0.7 | 0.27 | 0.05 | 0.39 | 0.77 | 4.1
TreyBurke | 36 | 21.8 | 5.4 | 10.7 | 0.503 | 1.1 | 2.9 | 0.36200000000000004 | 1.0 | 1.6 | 0.649 | 2.0 | 4.7 | 0.67 | 0.11 | 1.19 | 1.19 | 12.8
LukeKornet | 20 | 16.2 | 2.5 | 6.2 | 0.392 | 1.4 | 4.0 | 0.354 | 0.4 | 0.6 | 0.727 | 3.2 | 1.3 | 0.25 | 0.80 | 0.60 | 1.40 | 6.7
TroyWilliams | 21 | 14.6 | 2.4 | 5.2 | 0.46799999999999997 | 0.5 | 1.8 | 0.289 | 1.0 | 1.4 | 0.667 | 3.0 | 0.8 | 0.95 | 0.19 | 0.90 | 1.62 | 6.3
IsaiahHicks | 18 | 13.2 | 1.8 | 4.0 | 0.45799999999999996 | 0.1 | 0.5 | 0.222 | 0.7 | 1 | 0.667 | 2.3 | 0.9 | 0.11 | 0.22 | 0.89 | 2.50 | 4.4
MarioHezonja | 75 | 22.0 | 3.6 | 8.2 | 0.444 | 1.2 | 3.6 | 0.337 | 1.1 | 1.4 | 0.8190000000000001 | 3.7 | 1.4 | 1.09 | 0.40 | 1.17 | 1.79 | 9.6
AllonzoTrier | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
KevinKnox | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
MitchellRobinson | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
MikeConley | 12 | 30.7 | 5.3 | 14.0 | 0.381 | 2.0 | 6.4 | 0.312 | 4.4 | 5.5 | 0.8029999999999999 | 2.2 | 4.1 | 1 | 0.25 | 1.50 | 2.00 | 17.1
ChandlerParsons | 36 | 19.1 | 3.0 | 6.5 | 0.462 | 1.4 | 3.4 | 0.42100000000000004 | 0.5 | 0.8 | 0.63 | 2.5 | 1.9 | 0.50 | 0.31 | 0.97 | 1.47 | 7.9
MarcGasol | 73 | 32.9 | 5.9 | 14.2 | 0.42 | 1.5 | 4.4 | 0.341 | 3.8 | 4.6 | 0.8340000000000001 | 8.1 | 4.2 | 0.74 | 1.40 | 2.67 | 2.53 | 17.2
JaMychalGreen | 55 | 27.9 | 4.1 | 8.9 | 0.457 | 0.8 | 2.3 | 0.33899999999999997 | 1.5 | 2.0 | 0.721 | 8.5 | 1.4 | 0.58 | 0.45 | 1.42 | 2.78 | 10.3
BenMcLemore | 56 | 19.4 | 2.8 | 6.7 | 0.42100000000000004 | 1.0 | 2.8 | 0.34600000000000003 | 0.9 | 1.1 | 0.828 | 2.5 | 0.9 | 0.68 | 0.27 | 1.09 | 2.48 | 7.5
KyleAnderson | 74 | 26.6 | 3.1 | 5.9 | 0.527 | 0.3 | 0.8 | 0.33299999999999996 | 1.4 | 2.0 | 0.7120000000000001 | 5.3 | 2.7 | 1.57 | 0.81 | 1.27 | 1.54 | 7.9
JarellMartin | 73 | 22.7 | 3.0 | 6.8 | 0.446 | 0.5 | 1.3 | 0.34700000000000003 | 1.2 | 1.6 | 0.767 | 4.4 | 1 | 0.53 | 0.68 | 1.18 | 2.89 | 7.7
AndrewHarrison | 56 | 23.6 | 3.2 | 7.7 | 0.42200000000000004 | 0.8 | 2.5 | 0.331 | 2.2 | 2.8 | 0.78 | 2.3 | 3.2 | 0.70 | 0.46 | 1.45 | 2.46 | 9.5
WayneSelden | 35 | 19.8 | 3.3 | 7.7 | 0.431 | 1.4 | 3.5 | 0.402 | 1.3 | 1.7 | 0.746 | 1.6 | 1.9 | 0.51 | 0.14 | 1.54 | 1.69 | 9.3
DeyontaDavis | 62 | 15.2 | 2.6 | 4.3 | 0.608 | 0 | 0 | 0.0 | 0.6 | 0.9 | 0.667 | 4.0 | 0.6 | 0.24 | 0.63 | 0.50 | 2.02 | 5.8
IvanRabb | 36 | 14.4 | 2.4 | 4.2 | 0.5660000000000001 | 0 | 0 | 0.0 | 0.8 | 1 | 0.8059999999999999 | 4.4 | 0.9 | 0.33 | 0.36 | 0.97 | 1.53 | 5.6
DillonBrooks | 83 | 28.4 | 4.2 | 9.4 | 0.44 | 1.1 | 3.2 | 0.353 | 1.5 | 2.0 | 0.747 | 3.2 | 1.7 | 0.88 | 0.22 | 1.52 | 2.81 | 11.0
MarShonBrooks | 7 | 27.6 | 7.3 | 14.6 | 0.5 | 2.7 | 4.6 | 0.594 | 2.9 | 3.3 | 0.87 | 3.1 | 3.6 | 1.57 | 0.43 | 2.29 | 0.86 | 20.1
MykeHenry | 20 | 18.9 | 2.0 | 5.5 | 0.376 | 0.9 | 2.9 | 0.32799999999999996 | 0.3 | 0.5 | 0.6 | 1.9 | 1.1 | 1.55 | 0.30 | 0.95 | 1.40 | 5.3
KobiSimmons | 32 | 20.2 | 2.5 | 5.9 | 0.423 | 0.3 | 1.2 | 0.282 | 0.8 | 0.8 | 1.0 | 1.6 | 2.1 | 0.56 | 0.16 | 1.38 | 1.91 | 6.1
OmriCasspi | 53 | 13.9 | 2.3 | 3.9 | 0.58 | 0.2 | 0.4 | 0.455 | 0.9 | 1.3 | 0.725 | 3.8 | 1.0 | 0.34 | 0.36 | 0.70 | 1.34 | 5.7
JarenJackson | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
JevonCarter | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
BlakeGriffin | 58 | 33.8 | 7.5 | 17.2 | 0.43799999999999994 | 1.9 | 5.6 | 0.345 | 4.5 | 5.7 | 0.785 | 7.4 | 5.8 | 0.71 | 0.29 | 2.88 | 2.40 | 21.4
AndreDrummond | 79 | 33.4 | 6.0 | 11.2 | 0.5329999999999999 | 0 | 0.1 | 0.0 | 3.0 | 5.0 | 0.605 | 15.8 | 3.0 | 1.46 | 1.65 | 2.58 | 3.19 | 15.0
ReggieJackson | 45 | 26.5 | 5.5 | 12.8 | 0.426 | 1.2 | 3.8 | 0.306 | 2.5 | 3.0 | 0.836 | 2.8 | 5.3 | 0.58 | 0.09 | 2.20 | 1.93 | 14.6
JonLeuer | 8 | 16.5 | 1.9 | 4.5 | 0.41700000000000004 | 0 | 0.4 | 0.0 | 1.6 | 1.9 | 0.867 | 4.0 | 0.6 | 0.12 | 0.38 | 1 | 2.00 | 5.4
LangstonGalloway | 58 | 14.7 | 2.2 | 5.8 | 0.37200000000000005 | 1.3 | 3.7 | 0.34600000000000003 | 0.6 | 0.7 | 0.805 | 1.6 | 1 | 0.62 | 0.09 | 0.31 | 0.67 | 6.2
IshSmith | 82 | 24.8 | 4.7 | 9.8 | 0.486 | 0.4 | 1.2 | 0.34700000000000003 | 1.0 | 1.4 | 0.698 | 2.7 | 4.4 | 0.78 | 0.24 | 1.32 | 1.71 | 10.9
StanleyJohnson | 69 | 27.3 | 3.0 | 8.1 | 0.375 | 1.0 | 3.4 | 0.28600000000000003 | 1.6 | 2.1 | 0.772 | 3.7 | 1.6 | 1.38 | 0.20 | 1.12 | 2.45 | 8.7
LukeKennard | 73 | 20.0 | 2.8 | 6.4 | 0.44299999999999995 | 1.1 | 2.7 | 0.415 | 0.9 | 1.0 | 0.855 | 2.4 | 1.7 | 0.60 | 0.16 | 0.95 | 1.18 | 7.6
ReggieBullock | 62 | 27.8 | 4.3 | 8.8 | 0.489 | 2.0 | 4.5 | 0.445 | 0.6 | 0.8 | 0.7959999999999999 | 2.5 | 1.5 | 0.76 | 0.21 | 0.77 | 1.13 | 11.3
HenryEllenson | 38 | 8.6 | 1.4 | 3.8 | 0.363 | 0.5 | 1.6 | 0.33299999999999996 | 0.7 | 0.8 | 0.862 | 2.1 | 0.5 | 0.13 | 0 | 0.47 | 0.58 | 4.0
ReggieHearn | 3 | 2.3 | 0.3 | 0.7 | 0.5 | 0.3 | 0.7 | 0.5 | 0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0 | 1
GlennRobinsonIII | 23 | 14.7 | 1.6 | 3.7 | 0.424 | 0.6 | 1.5 | 0.41200000000000003 | 0.4 | 0.5 | 0.818 | 1.6 | 0.7 | 0.57 | 0.04 | 0.22 | 0.61 | 4.1
JoseCalderon | 57 | 16.0 | 1.6 | 3.2 | 0.503 | 0.8 | 1.7 | 0.46399999999999997 | 0.4 | 0.5 | 0.8 | 1.5 | 2.1 | 0.47 | 0.04 | 0.72 | 1.42 | 4.5
KeenanEvans | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
ZazaPachulia | 69 | 13.9 | 2.2 | 3.8 | 0.5670000000000001 | 0 | 0.0 | 0.0 | 1.1 | 1.3 | 0.8059999999999999 | 4.7 | 1.6 | 0.54 | 0.25 | 1.07 | 1.77 | 5.4
BruceBrown | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
KhyriThomas | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
HarrisonBarnes | 77 | 34.1 | 7.0 | 15.7 | 0.445 | 1.5 | 4.3 | 0.35700000000000004 | 3.4 | 4.1 | 0.8270000000000001 | 6.1 | 2.0 | 0.65 | 0.18 | 1.53 | 1.22 | 18.9
WesleyMatthews | 63 | 33.7 | 4.5 | 11.1 | 0.406 | 2.4 | 6.4 | 0.381 | 1.3 | 1.6 | 0.8220000000000001 | 3.1 | 2.7 | 1.21 | 0.25 | 1.33 | 2.22 | 12.7
DwightPowell | 79 | 21.0 | 3.2 | 5.4 | 0.593 | 0.4 | 1.1 | 0.33299999999999996 | 1.7 | 2.3 | 0.7190000000000001 | 5.6 | 1.2 | 0.84 | 0.39 | 0.75 | 2.35 | 8.5
JJBarea | 69 | 23.1 | 4.4 | 10.0 | 0.439 | 1.7 | 4.5 | 0.36700000000000005 | 1.2 | 1.5 | 0.784 | 2.9 | 6.3 | 0.51 | 0.04 | 2.07 | 1.20 | 11.6
DennisSmithJr | 70 | 29.5 | 5.8 | 14.8 | 0.39399999999999996 | 1.5 | 4.9 | 0.311 | 1.9 | 2.8 | 0.6940000000000001 | 3.8 | 5.2 | 1 | 0.24 | 2.83 | 2.17 | 15.1
SalahMejri | 60 | 12.1 | 1.5 | 2.3 | 0.642 | 0 | 0.1 | 0.0 | 0.6 | 1.1 | 0.5760000000000001 | 4.1 | 0.6 | 0.37 | 1.12 | 0.67 | 2.02 | 3.6
YogiFerrell | 82 | 27.7 | 3.8 | 8.9 | 0.425 | 1.6 | 4.4 | 0.373 | 1 | 1.3 | 0.7959999999999999 | 3.0 | 2.5 | 0.79 | 0.11 | 0.95 | 1.87 | 10.2
DorianFinneySmith | 21 | 21.2 | 2.2 | 5.8 | 0.38 | 1.0 | 3.2 | 0.299 | 0.5 | 0.7 | 0.733 | 3.6 | 1.2 | 0.48 | 0.19 | 1 | 2.05 | 5.9
MaxiKleber | 72 | 16.7 | 2.1 | 4.3 | 0.489 | 0.6 | 1.8 | 0.312 | 0.6 | 0.8 | 0.746 | 3.2 | 0.7 | 0.36 | 0.65 | 0.42 | 1.58 | 5.4
KyleCollinsworth | 32 | 14.9 | 1.2 | 3.1 | 0.384 | 0.1 | 0.5 | 0.235 | 0.7 | 1.2 | 0.525 | 3.3 | 1.8 | 0.53 | 0.28 | 0.75 | 1.38 | 3.2
AaronHarrison | 8 | 26.9 | 2.1 | 8.0 | 0.266 | 1.1 | 5.1 | 0.22 | 1.4 | 1.8 | 0.7859999999999999 | 2.8 | 1.2 | 1 | 0.12 | 0.38 | 2.88 | 6.8
JalenJones | 15 | 11.9 | 1.7 | 4.5 | 0.38799999999999996 | 0.7 | 1.7 | 0.385 | 0.8 | 1.3 | 0.632 | 2.5 | 0.3 | 0.33 | 0.07 | 0.53 | 1.47 | 4.9
JohnathanMotley | 11 | 15.8 | 3.6 | 6.8 | 0.5329999999999999 | 0.1 | 0.5 | 0.16699999999999998 | 1.4 | 2.5 | 0.536 | 4.5 | 0.6 | 0.27 | 0.18 | 0.82 | 1.64 | 8.7
LukaDoncic | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
RyanBroekhoff | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
DeAndreJordan | 77 | 31.4 | 4.8 | 7.5 | 0.649 | 0 | 0 | 0.0 | 2.4 | 4.1 | 0.58 | 15.2 | 1.5 | 0.51 | 0.90 | 1.81 | 2.64 | 12.0
